start_station_name,start_station_id,avg_lat,avg_lng,total_trips,member_trips,casual_trips,peak_departures,peak_net_outflow,peak_outflow_rate,total_rebalancing_needed,rebalancing_cost
Hudson Blvd W & W 36 St,6611.07,40.75676475086503,-73.99971440439913,14374,12705,1669,3861.0,-1684.0,-0.4361564361564362,4624.0,9710.4
Carroll St & 5 Ave,4060.09,40.6751622,-73.9814832,14321,12475,1846,1636.0,516.0,0.3154034229828851,3526.0,7404.6
Sterling Pl & Franklin Ave,4033.16,40.67324785,-73.95689517,14253,11630,2623,1422.0,607.0,0.4268635724331927,3797.0,7973.700000000001
Congress St & Clinton St,4455.10,40.68825516598005,-73.99545192718506,14197,12323,1874,3428.0,2187.0,0.6379813302217037,7823.0,16428.3
W 47 St & 6 Ave,6667.04,40.758397,-73.98255,14193,11514,2679,776.0,-3910.0,-5.038659793814433,6989.0,14676.900000000001
6 St & 7 Ave,3834.10,40.6686627,-73.97988067,14156,12482,1674,2544.0,362.0,0.14229559748427673,6992.0,14683.2
Pearl St & Hanover Square,4993.02,40.70471770000001,-74.00926027,14122,11871,2251,1492.0,-1046.0,-0.7010723860589813,3857.0,8099.700000000001
Columbia St & Rivington St,5365.02,40.71739973,-73.98016555,14094,13078,1016,3034.0,1517.0,0.5,4708.0,9886.800000000001
Macon St & Nostrand Ave,4214.03,40.6809833854,-73.9500479759,14049,11941,2108,1458.0,-1102.0,-0.7558299039780522,4146.0,8706.6
6 Ave & Walker St,5430.10,40.71979209013829,-74.0052238852195,14048,11635,2413,1315.0,-576.0,-0.43802281368821294,5494.0,11537.4
Riverside Dr & W 104 St,7623.13,40.8013434,-73.9711457439,14035,11350,2685,2295.0,1531.0,0.6671023965141613,4539.0,9531.9
1 Ave & E 44 St,6379.03,40.75001986,-73.96905301,14022,12247,1775,2265.0,-2935.0,-1.2958057395143487,6340.0,13314.0
W 92 St & Broadway,7502.01,40.7921,-73.9739,14012,12413,1599,2411.0,472.0,0.19576939029448362,3729.0,7830.900000000001
14 St & 7 Ave,3731.11,40.663779,-73.98396846,13970,11896,2074,1678.0,576.0,0.3432657926102503,3779.0,7935.900000000001
Washington St & Laight St,5509.02,40.72231,-74.0106,13946,11804,2142,1744.0,-2528.0,-1.4495412844036697,5196.0,10911.6
Wythe Ave & N 13 St,5558.04,40.722767000000005,-73.957021,13945,11434,2511,1049.0,-958.0,-0.9132507149666349,3610.0,7581.0
Franklin St & W Broadway,5430.08,40.71911552,-74.00666661,13934,11394,2540,1272.0,-858.0,-0.6745283018867925,3773.0,7923.3
Reade St & Broadway,5247.10,40.71450451,-74.00562789,13916,11886,2030,1498.0,-36.0,-0.02403204272363151,11352.0,23839.2
Underhill Ave & Pacific St,4231.04,40.6804836,-73.9646795,13915,11639,2276,1859.0,961.0,0.5169445938676708,3920.0,8232.0
W 36 St & 9 Ave,6569.07,40.75462324029105,-73.99516761302948,13883,11880,2003,2279.0,261.0,0.11452391399736726,3996.0,8391.6
5 Ave & E 63 St,6904.06,40.766368,-73.971518,13866,8436,5430,1211.0,-2317.0,-1.9132947976878614,5353.0,11241.300000000001
Underhill Ave & Lincoln Pl,4042.08,40.6740123,-73.9671457,13865,11854,2011,1853.0,737.0,0.397733405288721,3885.0,8158.5
14 St & 5 Ave,3771.06,40.666287,-73.98895053,13783,12116,1667,1635.0,291.0,0.1779816513761468,3462.0,7270.200000000001
Carroll St & 6 Ave,4019.06,40.6740886,-73.9787282,13781,12469,1312,2571.0,860.0,0.33450019447685725,3910.0,8211.0
Central Park W & W 103 St,7577.27,40.79558954105342,-73.96188408136368,13766,10628,3138,2389.0,1208.0,0.5056508999581415,4235.0,8893.5
Halsey St & Tompkins Ave,4319.07,40.6823687,-73.944118,13762,10936,2826,1813.0,923.0,0.5091009376723662,3616.0,7593.6
Frederick Douglass Blvd & W 115 St,7658.13,40.8038654,-73.9559308,13736,11775,1961,2472.0,1275.0,0.5157766990291263,4061.0,8528.1
Classon Ave & St Marks Ave,4074.14,40.676513,-73.959431,13736,11813,1923,2386.0,1256.0,0.5264040234702431,4321.0,9074.1
Rutgers St & Henry St,5230.02,40.71332151208187,-73.99009689688683,13712,11956,1756,2401.0,1123.0,0.4677217825905873,4363.0,9162.300000000001
3 Ave & E 71 St,6960.12,40.768789999999996,-73.9614,13656,11677,1979,2175.0,475.0,0.21839080459770116,3708.0,7786.8
3 Ave & Schermerhorn St,4437.01,40.686832079999995,-73.9796772,13655,11818,1837,1196.0,-411.0,-0.34364548494983277,3590.0,7539.0
Ave C & E 16 St,5769.06,40.72984830346529,-73.97455215454102,13653,12376,1277,3090.0,2279.0,0.7375404530744336,5531.0,11615.1
W 106 St & Amsterdam Ave,7634.01,40.8008363,-73.9664492472,13582,11694,1888,2383.0,1538.0,0.6454049517415023,4398.0,9235.800000000001
Franklin Ave & St Marks Ave,4107.05,40.67583239999999,-73.9561677,13582,11450,2132,2162.0,1418.0,0.6558741905642923,4477.0,9401.7
W 116 St & Broadway,7713.11,40.8082,-73.9641,13572,11147,2425,1223.0,-406.0,-0.33197056418642684,3904.0,8198.4
E 78 St & 2 Ave,7057.07,40.7727966,-73.95577801,13513,11673,1840,2463.0,1355.0,0.5501421031262688,4177.0,8771.7
Leonard St & Maujer St,5148.03,40.710368542352306,-73.94705951213837,13455,11403,2052,1684.0,993.0,0.5896674584323041,4080.0,8568.0
Washington Ave & Park Pl,4116.09,40.675832,-73.963308,13442,11379,2063,2041.0,1489.0,0.7295443410093092,4473.0,9393.300000000001
Park Pl & Church St,5288.08,40.71334184275907,-74.00935515761375,13393,11570,1823,1682.0,-1507.0,-0.8959571938168847,4294.0,9017.4
Lincoln Rd & Ocean Ave,3633.08,40.6605,-73.9626,13363,10072,3291,1179.0,-215.0,-0.1823579304495335,3346.0,7026.6
E 68 St & Madison Ave,6932.15,40.7691572,-73.96703464,13324,10772,2552,1204.0,-845.0,-0.7018272425249169,4566.0,9588.6
Washington Park,4546.05,40.6917823,-73.9737299,13289,11470,1819,2246.0,1340.0,0.5966162065894924,3915.0,8221.5
E 82 St & East End Ave,7049.04,40.772460699999996,-73.9468208,13227,11934,1293,3122.0,1428.0,0.45739910313901344,4219.0,8859.9
South St & Gouverneur Ln,4953.04,40.70355377,-74.00670227,13227,9436,3791,2884.0,195.0,0.06761442441054091,4102.0,8614.2
E 58 St & 1 Ave (NE Corner),6682.03,40.75892386377695,-73.96226227283478,13213,11732,1481,1889.0,834.0,0.44150344097406036,3811.0,8003.1
Peck Slip & South St,5096.12,40.7075188830923,-74.00108054280281,13198,9973,3225,1143.0,-221.0,-0.19335083114610674,3393.0,7125.3
Douglass St & 4 Ave,4175.14,40.6792788,-73.98154004,13132,11310,1822,1722.0,258.0,0.14982578397212543,3200.0,6720.0
Cumberland St & Lafayette Ave,4428.02,40.68753406,-73.97265183,13124,11151,1973,1632.0,325.0,0.19914215686274508,3762.0,7900.200000000001
1 Ave & E 42 St,6303.02,40.7487575,-73.970127,13118,11567,1551,2726.0,-752.0,-0.27586206896551724,4362.0,9160.2
W 35 St & Dyer Ave,6569.08,40.75469175022602,-73.99740189313889,13022,11839,1183,2329.0,-2078.0,-0.8922284242164019,4717.0,9905.7
Nevins St & Schermerhorn St,4437.09,40.687372476507186,-73.98176059126854,13012,11302,1710,2012.0,139.0,0.06908548707753479,3635.0,7633.5
State St & Smith St,4522.07,40.68917,-73.9886,13009,10896,2113,1636.0,-414.0,-0.2530562347188264,3740.0,7854.0
Schermerhorn St & Court St,4565.07,40.6910363748993,-73.99201065301895,13005,11376,1629,1512.0,-740.0,-0.4894179894179894,3750.0,7875.0
E 45 St & 3 Ave,6464.08,40.75255434,-73.97282625,12983,11299,1684,1569.0,-2735.0,-1.7431485022307203,5115.0,10741.5
Douglass St & 3 Ave,4217.02,40.6802133,-73.98432695,12969,11507,1462,1731.0,-70.0,-0.040439052570768345,3398.0,7135.8
Bayard St & Leonard St,5442.05,40.71915571696044,-73.94885390996933,12959,11465,1494,2074.0,918.0,0.4426229508196721,3660.0,7686.0
Cambridge Pl & Gates Ave,4377.04,40.68488,-73.96304,12937,11186,1751,1850.0,815.0,0.44054054054054054,3472.0,7291.200000000001
W 90 St & Amsterdam Ave,7458.09,40.79018,-73.97289,12927,11243,1684,2344.0,933.0,0.39803754266211605,4005.0,8410.5
W 54 St & 6 Ave,6771.13,40.761865,-73.977242,12851,10691,2160,775.0,-4081.0,-5.265806451612903,6839.0,14361.900000000001
West End Ave & W 107 St,7650.05,40.8021174,-73.9681805305,12842,11289,1553,2286.0,1570.0,0.6867891513560805,4104.0,8618.4
Prospect Pl & 6 Ave,4166.08,40.6793307,-73.97519523,12815,10996,1819,1924.0,410.0,0.2130977130977131,3665.0,7696.5
Wyckoff Ave & Stanhope St,4931.05,40.703545,-73.917775,12769,10623,2146,1201.0,-724.0,-0.6028309741881765,3880.0,8148.0
Church St & Worth St,5359.13,40.71688538495366,-74.00650128722191,12759,10836,1923,1690.0,-641.0,-0.3792899408284024,3215.0,6751.5
Lexington Ave & Classon Ave,4452.03,40.68676793,-73.95928168,12749,10929,1820,1824.0,696.0,0.3815789473684211,3491.0,7331.1
South St & Whitehall St,4846.01,40.70122128,-74.01234218,12703,8959,3744,1133.0,-1223.0,-1.0794351279788172,3908.0,8206.800000000001
Pacific St & Smith St,4446.03,40.687880939612775,-73.98939281702042,12702,11255,1447,1732.0,-106.0,-0.061200923787528866,3073.0,6453.3
Bushwick Ave & Powers St,5250.05,40.71247661,-73.94100005,12695,10173,2522,1302.0,373.0,0.28648233486943164,3716.0,7803.6
Duane St & Hudson St,5359.12,40.71703,-74.00925,12670,10672,1998,2083.0,-15.0,-0.007201152184349496,3250.0,6825.0
Sands St & Jay St,4821.03,40.700119,-73.9862,12648,10187,2461,1599.0,-597.0,-0.37335834896810505,3115.0,6541.5
Henry St & Degraw St,4380.08,40.6847514,-73.99917254,12614,11187,1427,2482.0,1539.0,0.6200644641418211,3994.0,8387.4
Graham Ave & Withers St,5403.04,40.7169811,-73.94485918,12561,10767,1794,1418.0,116.0,0.08180535966149506,3087.0,6482.700000000001
W 111 St & 5 Ave,7587.16,40.79752078124755,-73.9489397406578,12491,10556,1935,2430.0,901.0,0.37078189300411524,3587.0,7532.700000000001
E 95 St & 3 Ave,7365.13,40.7849032,-73.950503,12472,10916,1556,1963.0,611.0,0.31125827814569534,3583.0,7524.3
Monroe St & Tompkins Ave,4434.06,40.686203,-73.944694,12446,10140,2306,2146.0,1032.0,0.4808946877912395,3620.0,7602.0
Warren St & Smith St,4371.01,40.685424009970184,-73.99127773940563,12445,10652,1793,1603.0,-318.0,-0.198378041172801,3164.0,6644.400000000001
Broadway & Roebling St,5125.07,40.70924826276157,-73.96063148975372,12439,9830,2609,1613.0,-110.0,-0.06819590824550527,3362.0,7060.200000000001
Berkeley Pl & 6 Ave,4134.06,40.6765304,-73.97846879,12402,10772,1630,1492.0,393.0,0.2634048257372654,3602.0,7564.200000000001
Banker St & Meserole Ave,5633.04,40.72606,-73.95621,12199,10389,1810,2295.0,1030.0,0.44880174291938996,3253.0,6831.3
St Johns Pl & Washington Ave,4001.09,40.6737236,-73.9631611,12197,10322,1875,1415.0,766.0,0.5413427561837456,3672.0,7711.200000000001
1 Ave & E 110 St,7522.02,40.7923272,-73.9383,12153,10481,1672,1740.0,464.0,0.26666666666666666,3476.0,7299.6
Center Blvd & 51 Ave,6179.07,40.743366080270214,-73.95960688591003,12148,10305,1843,1453.0,259.0,0.17825189263592567,3601.0,7562.1
Frost St & Meeker Ave,5371.07,40.71766197083994,-73.94880026578903,12130,10128,2002,1323.0,308.0,0.2328042328042328,3880.0,8148.0
Degraw St & Smith St,4298.05,40.6829151,-73.99318208,12106,10310,1796,1517.0,640.0,0.4218852999340804,3422.0,7186.200000000001
Old Fulton St,4903.08,40.70277159,-73.99383605,12084,7036,5048,715.0,-257.0,-0.3594405594405594,3458.0,7261.8
Hudson St & N Moore St,5470.13,40.719887998,-74.0086269379,12066,9979,2087,1520.0,-2110.0,-1.388157894736842,4219.0,8859.9
Eastern Pkwy & Washington Ave,3928.08,40.6716493,-73.9631145,12064,9468,2596,995.0,-39.0,-0.03919597989949749,4381.0,9200.1
Madison Ave & E 99 St,7443.01,40.78948541553215,-73.95242929458618,12058,10848,1210,1291.0,-440.0,-0.34082106893880715,5783.0,12144.300000000001
Fulton St & Clermont Ave,4386.05,40.68415748,-73.96922273,11977,10037,1940,2139.0,1049.0,0.4904160822814399,3913.0,8217.300000000001
Bialystoker Pl & Delancey St,5335.03,40.71622644,-73.98261206,11942,10934,1008,2914.0,1830.0,0.6280027453671929,4434.0,9311.4
Broadway & Battery Pl,4962.01,40.70463334,-74.01361706,11939,9217,2722,1387.0,-1554.0,-1.1204037490987744,4218.0,8857.800000000001
Madison Ave & E 51 St,6659.09,40.75863,-73.97513,11914,10453,1461,612.0,-2826.0,-4.617647058823529,6050.0,12705.0
Waverly Ave & Lafayette Ave,4461.07,40.688231,-73.966804,11889,10171,1718,1824.0,880.0,0.4824561403508772,3406.0,7152.6
Pleasant Ave & E 116 St,7540.05,40.79499,-73.93333,11854,10497,1357,1051.0,-446.0,-0.42435775451950525,3384.0,7106.400000000001
W 50 St & 10 Ave,6890.06,40.764734200065185,-73.99194359779358,11819,10700,1119,2710.0,1615.0,0.5959409594095941,3903.0,8196.300000000001
27 St & Hunter St,6310.06,40.7485,-73.941275,11806,10023,1783,1040.0,-496.0,-0.47692307692307695,3521.0,7394.1
W 35 St & 9 Ave,6569.09,40.75414519263519,-73.9960889518261,11789,10520,1269,2209.0,-1416.0,-0.641014033499321,4129.0,8670.9
W 104 St & Amsterdam Ave,7610.13,40.799041392882984,-73.96649479866028,11758,9644,2114,2196.0,1203.0,0.5478142076502732,4174.0,8765.4
Lorimer St & Calyer St,5709.04,40.72795,-73.95414,11691,10276,1415,2170.0,988.0,0.4552995391705069,3058.0,6421.8
Delancey St & Eldridge St,5414.07,40.719383,-73.991479,11687,9108,2579,1198.0,559.0,0.4666110183639399,3434.0,7211.400000000001
Albany St & Greenwich St,5145.02,40.709267,-74.013247,11645,8546,3099,1392.0,-331.0,-0.2377873563218391,3578.0,7513.8
West End Ave & W 94 St,7524.09,40.7941654,-73.974124,11586,9977,1609,2007.0,1161.0,0.57847533632287,3868.0,8122.8
W 107 St & Columbus Ave,7619.05,40.7997568,-73.9621128676,11584,10042,1542,1890.0,902.0,0.47724867724867726,3521.0,7394.1
Grand Ave & Bergen St,4190.06,40.678045,-73.962408,11501,9838,1663,2036.0,1226.0,0.6021611001964636,3823.0,8028.3
Clinton St & Tillary St,4748.07,40.69623297129315,-73.99142056703568,11482,10113,1369,1977.0,-166.0,-0.08396560445118867,3110.0,6531.0
E 67 St & Park Ave,6932.14,40.76780080148132,-73.96592080593109,11476,9729,1747,1365.0,-399.0,-0.2923076923076923,3738.0,7849.8
Gansevoort St & Hudson St,6072.16,40.73937600789778,-74.00520807425661,11443,8739,2704,1288.0,25.0,0.019409937888198756,2916.0,6123.6
Manhattan Ave & Devoe St,5219.05,40.713532,-73.9459867,11416,9726,1690,1565.0,408.0,0.26070287539936104,3409.0,7158.900000000001
E 81 St & Park Ave,7188.10,40.77677702,-73.9590097,11352,9600,1752,2397.0,1259.0,0.5252398831873175,5987.0,12572.7
E 94 St & Madison Ave,7344.01,40.78585105291389,-73.95482444378061,11349,9684,1665,1844.0,-521.0,-0.28253796095444683,3538.0,7429.8
44 Dr & 21 St,6319.03,40.748036,-73.946705,11285,9804,1481,1032.0,-946.0,-0.9166666666666666,3646.0,7656.6
President St & 4 Ave,4101.17,40.676757,-73.983262,11254,9785,1469,1752.0,94.0,0.05365296803652968,2465.0,5176.5
Dock 72 Way & Market St,4804.02,40.69985,-73.97141,11191,9937,1254,296.0,-4075.0,-13.766891891891891,9108.0,19126.8
E 102 St & 1 Ave,7407.13,40.7869946,-73.94164802,11163,9668,1495,1946.0,668.0,0.3432682425488181,3196.0,6711.6
Scholes St & Lorimer St,5076.04,40.708323,-73.948732,11123,9687,1436,1777.0,1173.0,0.6601012943162634,3982.0,8362.2
Madison St & Montgomery St,5262.09,40.713126,-73.984844,11119,10017,1102,2120.0,575.0,0.27122641509433965,3413.0,7167.3
Myrtle Ave & Lewis Ave,4729.01,40.69681963,-73.93756926,11082,8820,2262,1324.0,-523.0,-0.3950151057401813,3666.0,7698.6
Front St & Gold St,4927.04,40.70224,-73.982578,11079,9321,1758,1397.0,-138.0,-0.09878310665712241,3056.0,6417.6
N 9 St & Wythe Ave,5489.06,40.72054,-73.959,11050,8275,2775,851.0,-630.0,-0.7403055229142186,3572.0,7501.200000000001
6 Ave & Canal St,5500.07,40.72243797,-74.00566443,11033,8988,2045,820.0,-2127.0,-2.59390243902439,4592.0,9643.2
Catherine St & Monroe St,5128.04,40.71117444,-73.99682619,11025,9965,1060,2375.0,1225.0,0.5157894736842106,3499.0,7347.900000000001
Franklin Ave & Quincy St,4410.02,40.68636,-73.95678,10990,9018,1972,1442.0,832.0,0.5769764216366158,3500.0,7350.0
Bedford Ave & Bergen St,4066.15,40.676368,-73.952918,10981,9275,1706,1755.0,1098.0,0.6256410256410256,3799.0,7977.900000000001
Carroll St & Columbia St,4348.07,40.6830456,-74.00348559,10973,9545,1428,2546.0,1714.0,0.6732128829536528,4034.0,8471.4
Maiden Ln & Pearl St,5065.10,40.70706456,-74.00731853,10972,9112,1860,1509.0,-27.0,-0.017892644135188866,4471.0,9389.1
Sands St Gate,4812.04,40.699569,-73.979827,10943,9520,1423,1020.0,-750.0,-0.7352941176470589,3018.0,6337.8
Smith St & 9 St,4077.04,40.6746957,-73.99785768,10905,8948,1957,1656.0,244.0,0.1473429951690821,3124.0,6560.400000000001
Clinton St & Union St,4266.03,40.6831164,-73.99785267,10894,9598,1296,2814.0,1961.0,0.6968727789623312,4133.0,8679.300000000001
Clifton Pl & Bedford Ave,4485.10,40.688655,-73.955156,10882,8715,2167,1480.0,260.0,0.17567567567567569,3707.0,7784.700000000001
Court St & Nelson St,4077.07,40.6763947,-73.99869893,10863,9301,1562,1715.0,660.0,0.3848396501457726,3158.0,6631.8
Clermont Ave & Lafayette Ave,4461.01,40.68764484,-73.96968902,10847,9015,1832,2014.0,1129.0,0.5605759682224429,4138.0,8689.800000000001
N 15 St & Wythe Ave,5520.09,40.724055,-73.955736,10798,9181,1617,1134.0,-58.0,-0.05114638447971781,2723.0,5718.3
Bergen St & 4 Ave,4322.06,40.68256425759694,-73.9798977971077,10787,9327,1460,1279.0,-249.0,-0.19468334636434714,2931.0,6155.1
Putnam Ave & Throop Ave,4392.04,40.6851532,-73.94111,10780,8740,2040,1894.0,1087.0,0.5739176346356917,3553.0,7461.3
Crescent St & Broadway,6827.11,40.7633589,-73.9286471,10759,9389,1370,1299.0,548.0,0.42186297151655117,3293.0,6915.3
55 Ave & Center Blvd,6104.01,40.740288,-73.960697,10743,9205,1538,1662.0,981.0,0.5902527075812274,3838.0,8059.8
Myrtle Ave & Fleet Pl,4628.07,40.693534,-73.981909,10738,8929,1809,1107.0,-225.0,-0.2032520325203252,3252.0,6829.200000000001
Market St & Cherry St,5198.04,40.71076228,-73.99400398,10723,9358,1365,1539.0,871.0,0.5659519168291098,3589.0,7536.900000000001
Adam Clayton Powell Blvd & W 123 St,7704.04,40.8078316,-73.949373,10723,9223,1500,1488.0,-117.0,-0.07862903225806452,3094.0,6497.400000000001
Pike St & Monroe St,5159.04,40.71173107,-73.99193043,10707,9391,1316,2090.0,1231.0,0.5889952153110047,3656.0,7677.6
Davis St & Jackson Ave,6278.05,40.745627,-73.945661,10692,9295,1397,1053.0,-22.0,-0.020892687559354226,2996.0,6291.6
Greene Ave & Throop Ave,4510.04,40.6894932,-73.942061,10667,8539,2128,1843.0,1182.0,0.6413456321215409,3709.0,7788.900000000001
Ave D & E 8 St,5506.10,40.72368361,-73.97574813,10646,9761,885,2556.0,2089.0,0.8172926447574335,6491.0,13631.1
W 20 St & 11 Ave,6306.07,40.746745,-74.007756,10634,8578,2056,1303.0,-518.0,-0.397544128933231,4363.0,9162.300000000001
McGuinness Blvd & Eagle St,5977.01,40.73555,-73.95284,10611,8734,1877,2100.0,1277.0,0.6080952380952381,4022.0,8446.2
1 Pl & Clinton St,4193.14,40.6809591,-73.99905709,10596,9380,1216,2448.0,1512.0,0.6176470588235294,3972.0,8341.2
Willoughby Ave & Myrtle Ave,4759.02,40.69757,-73.93098,10594,8364,2230,1083.0,673.0,0.6214219759926131,3407.0,7154.700000000001
Greenwich St & Rector St,5073.07,40.70806582380646,-74.0135595202446,10591,8537,2054,1439.0,-564.0,-0.3919388464211258,3019.0,6339.900000000001
4 Ave & 3 St,4028.04,40.673746,-73.985649,10583,9249,1334,1818.0,474.0,0.2607260726072607,2792.0,5863.2
Lefferts Pl & Franklin Ave,4222.02,40.680342423,-73.9557689392,10581,8991,1590,1113.0,67.0,0.06019766397124888,3389.0,7116.900000000001
Park Circle & East Dr,3344.02,40.651566,-73.972212,10561,7885,2676,1220.0,200.0,0.16393442622950818,2357.0,4949.7
4 Ave & 9 St,3955.05,40.6705135,-73.98876585,10547,8699,1848,1230.0,-278.0,-0.22601626016260162,2727.0,5726.7
E 50 St & Park Ave,6659.10,40.757334,-73.974235,10535,9257,1278,639.0,-832.0,-1.302034428794992,7213.0,15147.300000000001
McKibbin St & Manhattan Ave,4996.08,40.70510918,-73.94407279,10523,8904,1619,1332.0,677.0,0.5082582582582582,3454.0,7253.400000000001
South St & Pike St,5159.07,40.70991806921533,-73.99161100387573,10493,8169,2324,1685.0,1053.0,0.6249258160237389,3487.0,7322.700000000001
W 51 St & Rockefeller Plaza,6700.14,40.75973805251143,-73.97811613976955,10486,9035,1451,632.0,-2534.0,-4.0094936708860756,5255.0,11035.5
W 116 St & Amsterdam Ave,7692.11,40.8067581,-73.9607082,10420,8986,1434,901.0,-1138.0,-1.2630410654827968,4048.0,8500.800000000001
E 66 St & Madison Ave,6969.08,40.76800889305947,-73.96845281124115,10330,8058,2272,871.0,-610.0,-0.7003444316877153,3901.0,8192.1
St Marks Pl & 4 Ave,4249.01,40.68197,-73.98034,10314,8794,1520,1417.0,102.0,0.07198306280875089,2752.0,5779.2
Crescent St & 30 Ave,6958.06,40.768692,-73.9249574,10311,9027,1284,1447.0,146.0,0.10089841050449205,3024.0,6350.400000000001
Kane St & Clinton St,4455.11,40.6861758,-73.99645295,10295,8927,1368,2578.0,1702.0,0.6602017067494181,3761.0,7898.1
Willoughby Ave & Wyckoff Ave,5010.02,40.705614,-73.92153,10279,7985,2294,619.0,-297.0,-0.4798061389337641,3044.0,6392.400000000001
E 10 St & 5 Ave,5872.08,40.73331967,-73.99510132,10277,8360,1917,1385.0,387.0,0.2794223826714801,2703.0,5676.3
Hancock St & Bedford Ave,4255.05,40.68216564,-73.95399026,10250,8248,2002,1241.0,457.0,0.3682514101531023,3152.0,6619.200000000001
Riverside Dr & W 91 St,7524.16,40.79313480986663,-73.97700369358063,10243,8142,2101,2015.0,1405.0,0.6972704714640199,3790.0,7959.0
Prospect Pl & Underhill Ave,4116.08,40.6769694,-73.96579,10217,8754,1463,1652.0,1017.0,0.6156174334140436,3512.0,7375.200000000001
1 St & 6 Ave,3946.07,40.672784,-73.979826,10215,9082,1133,2176.0,1143.0,0.5252757352941176,3751.0,7877.1
Kosciuszko St & Tompkins Ave,4553.04,40.69128258,-73.9452416,10206,8379,1827,1581.0,1056.0,0.6679316888045541,3425.0,7192.5
Harrison St & Hudson St,5400.05,40.71870987,-74.0090009,10200,8802,1398,1303.0,-1097.0,-0.841903300076746,3180.0,6678.0
38 St & 30 Ave,6850.01,40.764174520197685,-73.91583994030952,10182,8888,1294,1288.0,437.0,0.3392857142857143,3207.0,6734.700000000001
Madison St & Clinton St,5190.07,40.71269042,-73.98776323,10181,9372,809,2540.0,1146.0,0.4511811023622047,4353.0,9141.300000000001
Amsterdam Ave & W 119 St,7727.07,40.8086249,-73.9596214,10144,8929,1215,1207.0,-748.0,-0.6197183098591549,3569.0,7494.900000000001
Warren St & Court St,4413.08,40.686371,-73.99383324,10138,8731,1407,1553.0,428.0,0.2755956213779781,3195.0,6709.5
Suydam St & Knickerbocker Ave,4939.07,40.702013,-73.923769,10137,7679,2458,685.0,201.0,0.2934306569343066,2466.0,5178.6
Bond St & Bergen St,4404.10,40.6849668,-73.98620772,10126,8771,1355,1449.0,377.0,0.26017943409247757,3319.0,6969.900000000001
Sterling Pl & Bedford Ave,3993.03,40.672695,-73.954131,10085,8436,1649,1447.0,920.0,0.635798203178991,3643.0,7650.3
E 93 St & 2 Ave,7286.02,40.782454175279874,-73.9489196240902,10077,8842,1235,1844.0,812.0,0.4403470715835141,3360.0,7056.0
7 St & 5 Ave,3914.02,40.6704922,-73.98541675,10044,8823,1221,1393.0,541.0,0.38837042354630297,2992.0,6283.2
McKibbin St & Bogart St,5059.02,40.706237,-73.933871,10042,7996,2046,778.0,-372.0,-0.4781491002570694,2788.0,5854.8
Smith St & 3 St,4151.01,40.6787242,-73.99599099,9970,8493,1477,1687.0,396.0,0.23473621813870776,3199.0,6717.900000000001
Union St & 4 Ave,4175.15,40.6772744,-73.98282002,9922,8456,1466,1250.0,90.0,0.072,2240.0,4704.0
Union St & Bedford Ave,3879.04,40.6691783,-73.9554162,9919,8538,1381,1355.0,459.0,0.33874538745387456,3324.0,6980.400000000001
Roosevelt Island Tramway,6599.01,40.757284,-73.9536,9881,4922,4959,433.0,-143.0,-0.3302540415704388,2582.0,5422.2
Carlton Ave & Greene Ave,4386.07,40.685957,-73.971468,9878,8367,1511,1186.0,290.0,0.24451939291736932,3153.0,6621.3
Wyckoff Ave & Jefferson St,5051.01,40.707165,-73.923711,9866,7285,2581,366.0,-214.0,-0.5846994535519126,3000.0,6300.0
Broad St & Bridge St,4962.08,40.70365182,-74.01167797,9848,7774,2074,437.0,-1172.0,-2.6819221967963385,4108.0,8626.800000000001
Pacific St & Nevins St,4362.04,40.6853761,-73.98302136,9829,8510,1319,1497.0,517.0,0.3453573814295257,2979.0,6255.900000000001
Riverside Dr & W 78 St,7340.06,40.78414472,-73.98362492,9813,7775,2038,2365.0,1784.0,0.7543340380549682,4273.0,8973.300000000001
Union Ave & Jackson St,5300.06,40.7160751,-73.952029,9807,8121,1686,935.0,273.0,0.29197860962566846,2859.0,6003.900000000001
Cadman Plaza E & Tillary St,4677.01,40.69597683,-73.99014892,9785,7389,2396,857.0,-883.0,-1.0303383897316218,3586.0,7530.6
Steinway St & 28 Ave,6915.02,40.7656251,-73.9136695,9763,8487,1276,971.0,296.0,0.30484037075180226,3252.0,6829.200000000001
6 Ave & 12 St,3803.05,40.6663181,-73.9854617,9762,8518,1244,1684.0,888.0,0.5273159144893111,3341.0,7016.1
Windsor Pl & Howard Pl,3579.04,40.659490558938955,-73.98013919591904,9721,8553,1168,1247.0,53.0,0.042502004811547714,2959.0,6213.900000000001
1 Ave & E 94 St,7286.05,40.7817212,-73.94594,9679,8523,1156,2120.0,834.0,0.39339622641509436,3063.0,6432.3
Wilson Ave & Troutman St,4864.09,40.70166,-73.92754,9674,7309,2365,1064.0,711.0,0.668233082706767,3348.0,7030.8
Clinton St & 4 Place,4119.04,40.6783563,-74.00014502,9656,8202,1454,1789.0,649.0,0.36277249860257127,3143.0,6600.3
Pacific St & Nostrand Ave,4140.03,40.6776,-73.94963,9623,7818,1805,1343.0,149.0,0.11094564408041697,2980.0,6258.0
Butler St & Court St,4339.01,40.6849894,-73.99440329,9591,8031,1560,1629.0,741.0,0.4548802946593002,3063.0,6432.3
Henry St & Remsen St,4645.04,40.69400964865994,-73.99465128779411,9569,8093,1476,1448.0,483.0,0.3335635359116022,3185.0,6688.5
