start_station_name,start_station_id,avg_lat,avg_lng,total_trips,member_trips,casual_trips,peak_departures,peak_net_outflow,peak_outflow_rate,total_rebalancing_needed,rebalancing_cost
Convent Ave & W 135 St,7860.08,40.818215,-73.950988,5403,4622,781,507.0,-940.0,-1.8540433925049309,2591.0,5441.1
E 115 St & Madison Ave,7599.02,40.7989445,-73.944846,5386,4481,905,984.0,384.0,0.3902439024390244,2287.0,4802.7
Fort Hamilton Pkwy & E 5 St,3240.15,40.649037,-73.97673,5383,4558,825,623.0,-204.0,-0.3274478330658106,2119.0,4449.900000000001
Catalpa Ave & Woodward Ave,4912.10,40.70229,-73.90145,5364,4109,1255,570.0,443.0,0.7771929824561403,3421.0,7184.1
Lincoln Ave & E 138 St,7744.06,40.810893,-73.927311,5328,4261,1067,650.0,-4.0,-0.006153846153846154,2062.0,4330.2
28 St & 36 Ave,6614.01,40.757186,-73.932719,5316,4687,629,712.0,-168.0,-0.23595505617977527,2255.0,4735.5
Central Ave & Melrose St,4832.07,40.70112,-73.93039,5315,4081,1234,547.0,234.0,0.42778793418647165,2189.0,4596.900000000001
E 46 St & Madison Ave,6551.16,40.755393,-73.977601,5287,4353,934,406.0,-978.0,-2.4088669950738915,2242.0,4708.2
W 146 St & Broadway,8018.09,40.826969,-73.949738,5280,4279,1001,518.0,187.0,0.361003861003861,2209.0,4638.900000000001
19 St & 24 Ave,7186.15,40.7774552,-73.9225403,5275,4428,847,803.0,574.0,0.7148194271481942,2185.0,4588.5
36 St & Ditmars Blvd,7111.10,40.774306,-73.908335,5274,4458,816,365.0,185.0,0.5068493150684932,3395.0,7129.5
Lenox Ave & W 133 St,7790.04,40.81296,-73.941878,5261,4451,810,608.0,121.0,0.19901315789473684,2032.0,4267.2
Lexington Ave & Patchen Ave,4534.06,40.6904,-73.9277,5258,4085,1173,752.0,500.0,0.6648936170212766,2431.0,5105.1
Bushwick Ave & Dekalb Ave,4680.05,40.69502,-73.92825,5256,4015,1241,568.0,306.0,0.5387323943661971,2405.0,5050.5
Franklin Ave & Myrtle Ave,4715.01,40.694546087246025,-73.95801365375519,5252,4096,1156,861.0,336.0,0.3902439024390244,2190.0,4599.0
10 St & 2 Ave,3922.02,40.671907,-73.993612,5252,4574,678,398.0,-297.0,-0.7462311557788944,1927.0,4046.7000000000003
34 Ave & 89 St,6552.07,40.75437,-73.87833,5250,4152,1098,1062.0,792.0,0.7457627118644068,2579.0,5415.900000000001
Central Ave & Himrod St,4713.01,40.69676,-73.92302,5228,3828,1400,642.0,515.0,0.8021806853582555,2415.0,5071.5
Parade Pl & Crooke Ave,3376.02,40.651847,-73.965248,5217,4203,1014,842.0,482.0,0.5724465558194775,2244.0,4712.400000000001
Kingston Ave & Carroll St,3831.03,40.66688,-73.9425,5214,4839,375,570.0,11.0,0.01929824561403509,1941.0,4076.1000000000004
Morris Ave & E 163 St,8036.05,40.827230499624726,-73.91765579597632,5179,4455,724,897.0,-79.0,-0.08807134894091416,1970.0,4137.0
Broadway & W 157 St,8123.06,40.83402740143528,-73.94510813442648,5168,4164,1004,602.0,265.0,0.44019933554817275,2182.0,4582.2
W 84 St & Columbus Ave,7382.04,40.78499979,-73.97283406,5147,4292,855,757.0,335.0,0.4425363276089828,1295.0,2719.5
Kingston Ave & Park Pl,4016.03,40.67308,-73.94191,5146,4157,989,825.0,584.0,0.7078787878787879,2395.0,5029.5
Carroll St & Washington Ave,3887.03,40.6686744,-73.9618148,5144,4183,961,750.0,-2.0,-0.0026666666666666666,2105.0,4420.5
Amsterdam Ave & W 136 St,7920.05,40.819746,-73.951819,5140,4248,892,576.0,-113.0,-0.19618055555555555,2001.0,4202.1
Kent St & McGuinness Blvd,5785.10,40.73124,-73.95161,5136,4536,600,951.0,638.0,0.6708727655099895,3608.0,7576.8
Monroe St & Patchen Ave,4491.09,40.68814,-73.92693,5132,3994,1138,975.0,567.0,0.5815384615384616,2381.0,5000.1
34 Ave & Vernon Blvd,6873.01,40.76535380385866,-73.93986314535141,5129,4452,677,589.0,96.0,0.16298811544991512,2024.0,4250.400000000001
Broadway & W 138 St,7942.07,40.82182,-73.95353,5120,4306,814,488.0,284.0,0.5819672131147541,2274.0,4775.400000000001
River Ave & E 151 St,7967.04,40.822217,-73.928939,5102,4187,915,249.0,32.0,0.1285140562248996,1857.0,3899.7000000000003
21 St & 4 Ave,3668.04,40.662584,-73.995554,5098,4369,729,705.0,355.0,0.5035460992907801,1941.0,4076.1000000000004
Broadway & W 133 St,7903.02,40.8190344,-73.956156,5097,4240,857,736.0,160.0,0.21739130434782608,2158.0,4531.8
Broadway & Kosciuszko St,4608.01,40.69329,-73.92852,5090,3846,1244,522.0,79.0,0.15134099616858238,2453.0,5151.3
Parkside Ave & Flatbush Ave,3480.04,40.65563,-73.95968,5084,3935,1149,816.0,386.0,0.4730392156862745,2096.0,4401.6
7 Ave & 41 St,3192.05,40.647379,-74.000911,5065,4373,692,946.0,518.0,0.547568710359408,2262.0,4750.2
Grand Concourse & E 144 St,7845.06,40.816576,-73.927987,5036,4098,938,337.0,-462.0,-1.370919881305638,2469.0,5184.900000000001
Bushwick Ave & McKibbin St,5027.02,40.705517,-73.93936,5031,4017,1014,443.0,113.0,0.255079006772009,2017.0,4235.7
Grand Concourse & E 167 St,8126.07,40.834263,-73.917641,5002,4039,963,435.0,153.0,0.35172413793103446,2004.0,4208.400000000001
Windsor Pl & 8 Ave,3620.02,40.660906,-73.983074,4990,4273,717,755.0,374.0,0.495364238410596,2229.0,4680.900000000001
23 Ave & 31 St,7082.08,40.77423301703027,-73.91274864321404,4986,4375,611,342.0,-330.0,-0.9649122807017544,2046.0,4296.6
Tompkins Ave & Hopkins St,4850.04,40.69957608,-73.94708417,4961,3977,984,308.0,-126.0,-0.4090909090909091,2111.0,4433.1
Ave D & E 12 St,5575.08,40.72580614,-73.97422494,4952,4370,582,1200.0,974.0,0.8116666666666666,2778.0,5833.8
43 St & Broadway,6670.03,40.7577284,-73.9166368,4923,4098,825,553.0,336.0,0.6075949367088608,2096.0,4401.6
Malcolm X Blvd & DeKalb Ave,4648.03,40.6938,-73.93114,4892,3578,1314,438.0,286.0,0.6529680365296804,2131.0,4475.1
St Johns Pl & Kingston Ave,3943.03,40.67113,-73.94222,4874,4079,795,708.0,522.0,0.7372881355932204,2254.0,4733.400000000001
Ditmars Blvd & 43 St,7039.03,40.771203,-73.903865,4864,4179,685,746.0,480.0,0.6434316353887399,2098.0,4405.8
N Portland Ave & Flushing Ave,4771.07,40.697926,-73.97663,4845,3980,865,561.0,-327.0,-0.5828877005347594,1983.0,4164.3
Pearl St & York St,4895.15,40.70140463410644,-73.98768022656441,4840,3481,1359,285.0,-309.0,-1.0842105263157895,2116.0,4443.6
34 Ave & 31 St,6720.07,40.759604471387945,-73.92714411020279,4833,4212,621,738.0,393.0,0.532520325203252,2093.0,4395.3
St Nicholas Terrace & Convent Ave,7937.15,40.821294,-73.947868,4824,4258,566,765.0,-197.0,-0.257516339869281,2057.0,4319.7
Nostrand Ave & Myrtle Ave,4707.04,40.69527008,-73.95238108,4811,3828,983,444.0,148.0,0.3333333333333333,1863.0,3912.3
Westchester Ave & Southern Blvd,8004.03,40.824956,-73.891677,4787,3894,893,274.0,75.0,0.2737226277372263,1875.0,3937.5
34 St & 35 Ave,6605.08,40.7569332,-73.9262231,4779,4174,605,626.0,188.0,0.3003194888178914,2133.0,4479.3
E 149 St & Morris Ave,7863.03,40.81734,-73.922962,4768,4129,639,419.0,-350.0,-0.8353221957040573,2174.0,4565.400000000001
Hart St & Wyckoff Ave,4971.01,40.704876,-73.919911,4762,3689,1073,240.0,-73.0,-0.30416666666666664,2085.0,4378.5
48 St & 37 Ave,6435.02,40.751555,-73.915026,4755,4226,529,229.0,50.0,0.2183406113537118,1796.0,3771.6000000000004
Broadway & 12 St,6901.01,40.7668,-73.9347774,4753,4094,659,868.0,529.0,0.6094470046082949,2104.0,4418.400000000001
W 129 St & Convent Ave,7818.17,40.814394437915816,-73.95324736833572,4744,4085,659,789.0,-252.0,-0.3193916349809886,2230.0,4683.0
Jefferson Ave & Evergreen Ave,4517.03,40.68989,-73.91458,4716,3837,879,675.0,571.0,0.845925925925926,2279.0,4785.900000000001
E 116 St & 2 Ave,7563.06,40.796879,-73.937261,4701,3908,793,670.0,216.0,0.32238805970149254,1924.0,4040.4
Menahan St & Central Ave,4672.01,40.69543,-73.9196,4701,3562,1139,777.0,445.0,0.5727155727155727,2216.0,4653.6
46 Rd & 11 St,6245.08,40.745805,-73.950752,4698,4106,592,637.0,89.0,0.13971742543171115,1919.0,4029.9
24 Ave & 26 St,7152.10,40.774591,-73.918544,4692,4119,573,885.0,670.0,0.7570621468926554,2959.0,6213.900000000001
38 Ave & 29 St,6538.11,40.75473,-73.93367,4691,4103,588,572.0,242.0,0.4230769230769231,2053.0,4311.3
Lexington Ave & E 120 St,7652.04,40.8013066,-73.9398167,4688,3905,783,741.0,271.0,0.3657219973009447,1973.0,4143.3
Wilson Ave & Moffat St,4507.07,40.68906,-73.90506,4681,3503,1178,292.0,-254.0,-0.8698630136986302,2371.0,4979.1
45 Rd & 11 St,6319.01,40.74708586,-73.94977234,4673,4142,531,550.0,-117.0,-0.21272727272727274,1948.0,4090.8
Riverside Dr & W 138 St,7942.21,40.823168,-73.955857,4668,3800,868,822.0,521.0,0.6338199513381995,2047.0,4298.7
Albany Ave & Fulton St,4237.02,40.6800105,-73.938475,4662,3684,978,575.0,87.0,0.15130434782608695,2153.0,4521.3
Gerard Ave & E 146 St,7868.05,40.817755,-73.92965,4643,3818,825,405.0,-86.0,-0.2123456790123457,2044.0,4292.400000000001
40 Ave & Crescent St,6462.05,40.7535992020056,-73.93795609474182,4612,3978,634,501.0,-110.0,-0.21956087824351297,1903.0,3996.3
Frederick Douglass Blvd & W 129 St,7795.09,40.8125511,-73.9492286,4606,3765,841,643.0,-103.0,-0.16018662519440124,1880.0,3948.0
Adam Clayton Powell Blvd & W 141 St,7893.05,40.819241,-73.941057,4604,3795,809,722.0,463.0,0.6412742382271468,2056.0,4317.6
3 Ave & 14 St,3850.03,40.6685455,-73.99333264,4603,3918,685,543.0,9.0,0.016574585635359115,1702.0,3574.2000000000003
E 149 St & Park Ave,7884.04,40.818154,-73.925294,4591,3713,878,465.0,-413.0,-0.8881720430107527,2216.0,4653.6
Central Ave & Flushing Ave,4947.04,40.702831,-73.9333,4582,3535,1047,359.0,118.0,0.3286908077994429,1885.0,3958.5
11 St & 44 Rd,6319.04,40.749207,-73.949373,4579,4021,558,281.0,-228.0,-0.8113879003558719,2123.0,4458.3
E 128 St & Madison Ave,7735.23,40.80756,-73.939182,4565,3942,623,1006.0,397.0,0.3946322067594433,1967.0,4130.7
Lorimer St & Broadway,4965.01,40.70411791,-73.94818595,4563,3498,1065,538.0,148.0,0.275092936802974,1977.0,4151.7
Irving Ave & Halsey St,4695.04,40.69467,-73.90663,4559,3127,1432,323.0,164.0,0.5077399380804953,2049.0,4302.900000000001
Eastern Pkwy & Troy Ave,3862.07,40.66929,-73.93679,4549,3628,921,738.0,445.0,0.6029810298102981,2479.0,5205.900000000001
Kingston Ave & Montgomery St,3759.07,40.66481,-73.94269,4540,4177,363,977.0,421.0,0.43091095189355166,1701.0,3572.1000000000004
Morningside Dr & Amsterdam Ave,7741.04,40.81028506306003,-73.95736455917358,4526,3640,886,513.0,60.0,0.11695906432748537,2009.0,4218.900000000001
Washington Ave & Empire Blvd,3704.01,40.66314,-73.9605695,4517,3649,868,457.0,134.0,0.29321663019693656,1890.0,3969.0
Chauncey St & Malcolm X Blvd,4228.06,40.68044,-73.92842,4512,3456,1056,385.0,-178.0,-0.4623376623376623,2200.0,4620.0
Stagg St & Morgan Ave,5170.01,40.710681,-73.93372,4492,3578,914,132.0,-71.0,-0.5378787878787878,2026.0,4254.6
Pearl St & Whitehall St,4962.09,40.703144,-74.013178,4463,3369,1094,188.0,-599.0,-3.1861702127659575,2598.0,5455.8
Macon St & Patchen Ave,4301.04,40.68374,-73.9261,4447,3759,688,948.0,711.0,0.75,2262.0,4750.2
34 Ave & 74 St,6451.07,40.75297,-73.89236,4434,3740,694,702.0,419.0,0.5968660968660968,1946.0,4086.6000000000004
W 180 St & Fort Washington Ave,8358.03,40.849972,-73.938423,4425,3624,801,659.0,417.0,0.6327769347496206,2014.0,4229.400000000001
Vernon Blvd & 10 St,6937.07,40.7671863,-73.9373554,4425,3748,677,254.0,61.0,0.24015748031496062,1608.0,3376.8
Eastern Pkwy & Schenectady Ave,3893.03,40.66876,-73.93376,4419,3436,983,544.0,145.0,0.2665441176470588,1998.0,4195.8
Greenpoint Ave & 47 St,6134.03,40.7424,-73.91808,4407,3625,782,537.0,98.0,0.1824953445065177,2121.0,4454.1
Fairview Ave & Linden St,5066.03,40.70694,-73.90632,4402,3549,853,753.0,658.0,0.8738379814077025,2389.0,5016.900000000001
Willis Ave & E 137 St,7726.02,40.808384,-73.923604,4399,3522,877,628.0,285.0,0.4538216560509554,1840.0,3864.0
Congress St & Hicks St,4497.09,40.6893952,-73.9995126,4394,3610,784,783.0,478.0,0.6104725415070242,1578.0,3313.8
E 132 St & Madison Ave,7748.02,40.810224,-73.937195,4385,3702,683,755.0,438.0,0.5801324503311258,1977.0,4151.7
W 135 St & Lenox Terrace Pl,7832.04,40.813619,-73.939336,4380,3702,678,518.0,-9.0,-0.017374517374517374,1925.0,4042.5
21 St & 21 Ave,7314.03,40.782465,-73.914527,4378,4011,367,843.0,733.0,0.8695136417556346,2226.0,4674.6
Frederick Douglass Blvd & W 139 St,7876.07,40.81900581806558,-73.94476890563965,4377,3728,649,588.0,423.0,0.7193877551020408,1971.0,4139.1
7 Ave & 20 St,3588.01,40.659053,-73.98854,4373,3747,626,991.0,598.0,0.6034308779011099,2024.0,4250.400000000001
Withers St & Kingsland Ave,5362.08,40.71773,-73.94051,4370,3699,671,480.0,238.0,0.49583333333333335,1965.0,4126.5
43 St & Skillman Ave,6325.01,40.74692675687384,-73.9208248257637,4344,3864,480,786.0,466.0,0.5928753180661578,1853.0,3891.3
Flushing Ave & Woodward Ave,5225.02,40.71246,-73.91873,4332,3451,881,282.0,-73.0,-0.25886524822695034,1943.0,4080.3
Fort Hamilton Pkwy & E 2 St,3280.04,40.648005,-73.979342,4331,3798,533,621.0,-241.0,-0.38808373590982287,2031.0,4265.1
34 St & 38 Ave,6453.02,40.752443,-73.929737,4327,3785,542,322.0,-85.0,-0.2639751552795031,1954.0,4103.400000000001
Lafayette Ave & Stuyvesant Ave,4576.11,40.6919925157634,-73.9325501024723,4320,3329,991,620.0,264.0,0.4258064516129032,2203.0,4626.3
36 St & 3 Ave,3460.02,40.655716,-74.006664,4290,3619,671,99.0,-84.0,-0.8484848484848485,1900.0,3990.0
43 Ave & 40 St,6292.03,40.74562,-73.92402,4290,3644,646,715.0,494.0,0.6909090909090909,2100.0,4410.0
16 St & 4 Ave,3811.05,40.666197,-73.992466,4277,3703,574,661.0,217.0,0.32829046898638425,1644.0,3452.4
St Nicholas Ave & W 137 St,7898.03,40.818477,-73.947568,4276,3385,891,616.0,67.0,0.10876623376623376,1757.0,3689.7000000000003
24 Ave & 29 St,7119.04,40.7729,-73.916142,4271,3512,759,506.0,287.0,0.567193675889328,1939.0,4071.9
Cedar St & Evergreen Ave,4721.01,40.69671,-73.92807,4271,3268,1003,467.0,358.0,0.7665952890792291,2161.0,4538.1
2 Ave & E 122 St,7622.12,40.8006721,-73.9349,4267,3631,636,753.0,-11.0,-0.014608233731739707,1799.0,3777.9
Knickerbocker Ave & Hancock St,4663.02,40.69385,-73.90974,4264,3252,1012,711.0,564.0,0.7932489451476793,2154.0,4523.400000000001
Maple St & Flatbush Ave,3593.01,40.66026,-73.96045,4262,3427,835,348.0,110.0,0.3160919540229885,1789.0,3756.9
49 St & 31 Ave,6662.01,40.758057,-73.909831,4261,3578,683,701.0,-72.0,-0.10271041369472182,1929.0,4050.9
34 Ave & 83 St,6518.13,40.753935004830225,-73.88390148299196,4257,3581,676,950.0,708.0,0.7452631578947368,2246.0,4716.6
Madison St & Evergreen Ave,4560.01,40.69122,-73.91693,4257,3199,1058,848.0,666.0,0.785377358490566,2289.0,4806.900000000001
Woodward Ave & Harman St,5074.08,40.70793,-73.91092,4252,3578,674,750.0,545.0,0.7266666666666667,2174.0,4565.400000000001
Bedford Ave & Clarkson Ave,3439.03,40.65519,-73.9564,4245,3383,862,683.0,368.0,0.5387994143484627,1853.0,3891.3
27 Ave & 9 St,7098.05,40.7739825,-73.9309134,4240,3441,799,806.0,680.0,0.8436724565756824,2306.0,4842.6
48 Ave & 41 St,6101.11,40.73985995699164,-73.92400324344635,4230,3632,598,1016.0,800.0,0.7874015748031497,2239.0,4701.900000000001
Onderdonk Ave & Gates Ave,4994.10,40.70413,-73.90737,4221,3322,899,609.0,496.0,0.8144499178981938,2262.0,4750.2
Washington Ave & E 163 St,7995.04,40.824,-73.91089,4219,3535,684,352.0,151.0,0.4289772727272727,1623.0,3408.3
Carroll St & Franklin Ave,3847.04,40.6679411,-73.9588,4218,3430,788,530.0,360.0,0.6792452830188679,1863.0,3912.3
Menahan St & Onderdonk Ave,5034.03,40.70553,-73.9096,4214,3429,785,606.0,476.0,0.7854785478547854,2100.0,4410.0
Parkside Ave & Parade Pl,3376.04,40.6532,-73.96639,4186,3155,1031,697.0,470.0,0.6743185078909613,1699.0,3567.9
3 Ave & E 112 St,7543.15,40.795508,-73.941606,4184,3613,571,596.0,374.0,0.62751677852349,1767.0,3710.7000000000003
Cortelyou Rd & Stratford Rd,2898.01,40.63966,-73.96807,4165,3383,782,624.0,395.0,0.6330128205128205,1685.0,3538.5
Courtlandt Ave & E 149 St,7840.05,40.816402,-73.919549,4164,3562,602,343.0,-186.0,-0.5422740524781341,1715.0,3601.5
Herkimer St & New York Ave,4172.04,40.67955,-73.94709,4163,3373,790,340.0,-67.0,-0.19705882352941176,1936.0,4065.6000000000004
Riverside Dr & W 145 St,8018.04,40.827305,-73.951989,4161,3264,897,498.0,299.0,0.6004016064257028,2009.0,4218.900000000001
Lexington Ave & E 127 St,7662.13,40.805726,-73.936322,4144,3492,652,499.0,-248.0,-0.4969939879759519,2018.0,4237.8
Harman St & Seneca Ave,5002.09,40.70577,-73.91292,4136,3364,772,619.0,477.0,0.7705977382875606,1984.0,4166.400000000001
Wallabout St & Kent Ave,4826.04,40.6991049,-73.960633406,4121,3183,938,325.0,-153.0,-0.4707692307692308,1913.0,4017.3
78 St & Northern Blvd,6603.07,40.75499,-73.88905,4109,3476,633,958.0,523.0,0.545929018789144,2000.0,4200.0
Concourse Village East & E 158 St,8000.02,40.823732,-73.919379,4106,3333,773,569.0,223.0,0.39191564147627417,1662.0,3490.2000000000003
MacDonough St & Malcolm X Blvd,4301.07,40.68273,-73.92926,4106,3165,941,423.0,268.0,0.6335697399527187,1866.0,3918.6000000000004
28 Ave & 44 St,6879.04,40.76408932350688,-73.91065120697021,4101,3417,684,883.0,730.0,0.8267270668176671,2234.0,4691.400000000001
72 St & Broadway,6258.02,40.74751,-73.89372,4101,3577,524,179.0,-273.0,-1.5251396648044693,2321.0,4874.1
5 Ave & 41 St,3306.03,40.649983,-74.005144,4101,3310,791,627.0,323.0,0.5151515151515151,1887.0,3962.7000000000003
43 St & 50 Ave,5983.04,40.73787237950538,-73.92264068126678,4074,3454,620,871.0,742.0,0.851894374282434,2204.0,4628.400000000001
Crown St & Rogers Ave,3768.02,40.66639,-73.95346,4065,3382,683,666.0,465.0,0.6981981981981982,2058.0,4321.8
Albany Ave & Carroll St,3791.02,40.6667,-73.93972,4061,3564,497,774.0,462.0,0.5968992248062015,1938.0,4069.8
Putnam Ave & Knickerbocker Ave,4663.06,40.69545,-73.91164,4057,2985,1072,586.0,469.0,0.8003412969283277,2089.0,4386.900000000001
Hamilton Pl & W 140 St,7959.18,40.822756,-73.951346,4044,3284,760,419.0,258.0,0.6157517899761337,1856.0,3897.6000000000004
Jerome Ave & E Mosholu Pkwy S,8795.01,40.87935,-73.88534,4041,3092,949,549.0,142.0,0.2586520947176685,1828.0,3838.8
Coffey St & Conover St,4137.10,40.677236,-74.015665,4037,3050,987,532.0,142.0,0.2669172932330827,1918.0,4027.8
Putnam Ave & Wyckoff Ave,4735.03,40.69811,-73.90904,4027,3232,795,313.0,152.0,0.48562300319488816,2019.0,4239.900000000001
Ocean Pkwy & Church Ave,3125.09,40.644718957635746,-73.97451460361481,4022,3340,682,626.0,389.0,0.6214057507987221,1904.0,3998.4
W 171 St & St Nicholas Ave,8262.07,40.842941,-73.938631,4020,3302,718,320.0,199.0,0.621875,1910.0,4011.0
Central Ave & Weirfield St,4591.04,40.69055,-73.91181,4013,2955,1058,679.0,591.0,0.8703976435935199,2166.0,4548.6
Irving Ave & Palmetto St,4775.01,40.698,-73.9127,4008,3072,936,311.0,101.0,0.3247588424437299,1817.0,3815.7000000000003
Prospect Park W & 20 St,3507.04,40.656633,-73.983864,4006,3378,628,932.0,302.0,0.3240343347639485,2145.0,4504.5
Macombs Pl & W 152 St,8029.28,40.826406,-73.937948,4004,3275,729,537.0,354.0,0.659217877094972,1876.0,3939.6000000000004
35 St & 34 Ave,6679.11,40.7580583,-73.9242751,3998,3522,476,526.0,357.0,0.6787072243346007,1931.0,4055.1000000000004
E Fordham Rd & Webster Ave,8582.09,40.861748,-73.89105,3990,2944,1046,454.0,-91.0,-0.20044052863436124,1644.0,3452.4
Ditmars Blvd & 19 St,7291.06,40.78145,-73.9183302,3982,3147,835,720.0,431.0,0.5986111111111111,1778.0,3733.8
Bushwick Ave & Stagg St,5140.06,40.709897,-73.94008,3978,3104,874,386.0,104.0,0.2694300518134715,1961.0,4118.1
Van Dam St & Meeker Ave,5572.07,40.72532,-73.9368,3965,3256,709,636.0,359.0,0.5644654088050315,2221.0,4664.1
Crescent St & 35 Ave,6688.01,40.7596276,-73.9321455,3962,3576,386,619.0,391.0,0.6316639741518578,1951.0,4097.1
Arthur Ave & E Tremont Ave,8293.12,40.84616,-73.89322,3959,3323,636,537.0,178.0,0.33147113594040967,1748.0,3670.8
Stuyvesant Ave & Gates Ave,4458.06,40.68834,-73.93306,3944,2923,1021,879.0,560.0,0.6370875995449374,2134.0,4481.400000000001
Menahan St & Seneca Ave,4963.13,40.70461,-73.91054000000001,3934,3137,797,421.0,357.0,0.8479809976247031,2030.0,4263.0
Coffey St & Ferris St,4137.14,40.67818387977647,-74.0170168876648,3932,2724,1208,144.0,29.0,0.2013888888888889,1644.0,3452.4
W 148 St & Amsterdam Ave,8033.09,40.827075,-73.945909,3928,3314,614,681.0,499.0,0.7327459618208517,1960.0,4116.0
Skillman Ave & 43 Ave,6300.04,40.74653761978055,-73.93215849995613,3927,3432,495,438.0,-124.0,-0.2831050228310502,1788.0,3754.8
Madison St & Cypress Ave,4807.02,40.70068,-73.90742,3925,3196,729,414.0,208.0,0.5024154589371981,2023.0,4248.3
Amsterdam Ave & W 152 St,8069.01,40.829523,-73.944279,3918,3372,546,776.0,255.0,0.3286082474226804,1961.0,4118.1
Greene Ave & Grandview Ave,5106.04,40.709697,-73.907856,3905,3231,674,770.0,479.0,0.6220779220779221,2064.0,4334.400000000001
Southpoint Park,6566.01,40.75370225419114,-73.95865201950072,3901,968,2933,62.0,19.0,0.3064516129032258,1362.0,2860.2000000000003
Flatbush Ave & Fenimore St,3520.01,40.65798,-73.96051,3897,3093,804,470.0,284.0,0.6042553191489362,1709.0,3588.9
E 170 St & Webster Ave,8156.03,40.83617913677475,-73.90730146322765,3876,3399,477,311.0,183.0,0.5884244372990354,1625.0,3412.5
E 188 St & Creston Ave,8566.05,40.861669,-73.898589,3868,3208,660,387.0,82.0,0.21188630490956073,1766.0,3708.6000000000004
Verona Pl & Fulton St,4214.04,40.6803560840434,-73.9476791024208,3866,3169,697,359.0,-257.0,-0.7158774373259053,1918.0,4027.8
Commerce St & Van Brunt St,4243.01,40.6812117,-74.00860912,3864,3109,755,680.0,267.0,0.3926470588235294,1595.0,3349.5
Montgomery St & Franklin Ave,3776.05,40.666439306870814,-73.9605563879013,3863,3264,599,592.0,289.0,0.48817567567567566,1790.0,3759.0
44 St & 48 Ave,6058.08,40.73941387498411,-73.92131969332695,3860,3325,535,860.0,655.0,0.7616279069767442,2199.0,4617.900000000001
Bedford Ave & Fenimore St,3552.09,40.65815,-73.95673999999998,3851,3224,627,588.0,434.0,0.7380952380952381,1838.0,3859.8
Central Ave & Covert St,4550.05,40.68929,-73.90951,3831,3044,787,699.0,169.0,0.24177396280400573,2163.0,4542.3
Pleasant Ave & E 120 St,7579.01,40.7974772,-73.9311847,3819,3071,748,742.0,126.0,0.16981132075471697,1654.0,3473.4
Willoughby Ave & Onderdonk Ave,5115.05,40.7098,-73.91727,3816,3015,801,518.0,315.0,0.6081081081081081,1968.0,4132.8
Steinway St & 21 Ave,7137.04,40.774798,-73.903787,3807,3232,575,720.0,417.0,0.5791666666666667,1996.0,4191.6
Rogers Ave & Sterling St,3696.05,40.6630619,-73.9538746,3803,3192,611,672.0,363.0,0.5401785714285714,1768.0,3712.8
W 147 St & Adam Clayton Powell Blvd,7971.07,40.82281,-73.937413,3797,3025,772,558.0,216.0,0.3870967741935484,1652.0,3469.2000000000003
48 St & Skillman Ave,6283.05,40.746228746941945,-73.91616314649582,3775,3234,541,548.0,411.0,0.75,1914.0,4019.4
33 St & Queens Blvd,6185.07,40.7443653191867,-73.93172398209572,3761,3312,449,443.0,-115.0,-0.2595936794582393,1765.0,3706.5
Park Ave & St Edwards St,4700.06,40.69608941,-73.97803415,3754,3239,515,561.0,222.0,0.39572192513368987,1743.0,3660.3
Menahan St & Wyckoff Ave,4890.11,40.70113,-73.91422,3742,2778,964,230.0,122.0,0.5304347826086957,1781.0,3740.1000000000004
Macon St & Howard Ave,4408.07,40.684520000000006,-73.92011,3741,2783,958,572.0,422.0,0.7377622377622378,1860.0,3906.0
Jerome Ave & W Fordham Rd,8586.09,40.86294,-73.90108,3733,2983,750,285.0,68.0,0.23859649122807017,1754.0,3683.4
St Nicholas Ave & W 150 St,8013.07,40.827212,-73.942722,3718,3103,615,585.0,180.0,0.3076923076923077,1736.0,3645.6000000000004
Van Buren St & Broadway,4568.01,40.692,-73.92617,3699,2701,998,411.0,291.0,0.708029197080292,2009.0,4218.900000000001
St Johns Pl & Utica Ave,3966.01,40.6705,-73.9308,3694,2888,806,419.0,160.0,0.3818615751789976,1896.0,3981.6000000000004
W 144 St & Adam Clayton Powell Blvd,7932.10,40.820877,-73.939249,3691,2899,792,530.0,328.0,0.6188679245283019,2177.0,4571.7
Green St & McGuinness Blvd,5860.02,40.73396,-73.95204,3689,3226,463,821.0,408.0,0.49695493300852617,1764.0,3704.4
23 Ave & 27 St,7178.02,40.776165,-73.9153175,3683,3216,467,448.0,293.0,0.6540178571428571,1717.0,3605.7000000000003
Hancock St & Wyckoff Ave,4735.16,40.6972,-73.90674,3668,2877,791,223.0,132.0,0.5919282511210763,1848.0,3880.8
Sigourney St & Columbia St,3940.04,40.67267243410948,-74.0087952464819,3652,2891,761,311.0,-94.0,-0.3022508038585209,1667.0,3500.7000000000003
24 St & 5 Ave,3555.04,40.659555,-73.995068,3640,2918,722,537.0,148.0,0.2756052141527002,1506.0,3162.6
Ocean Ave & Crooke Ave,3408.05,40.65326,-73.96172,3611,2799,812,522.0,318.0,0.6091954022988506,1817.0,3815.7000000000003
Rockaway Ave & Bainbridge St,4285.09,40.68319988172761,-73.91166642308235,3603,2617,986,252.0,138.0,0.5476190476190477,1802.0,3784.2000000000003
Crown St & Troy Ave,3751.05,40.66559,-73.93712,3597,3214,383,628.0,344.0,0.5477707006369427,1726.0,3624.6000000000004
